taxon_name,source,name,establishment_means
Glycine tabacina,Price1988,original,native
Glycine tabacina,Mesaglio2022,original,native
Glycine tabacina,Price1979,original,native
Gomphocarpus physocarpus,Mesaglio2022,original,non-native
Gompholobium glabratum,Price1988,original,native
Gompholobium glabratum,Price1979,original,native
Gomphrena celosioides,Mesaglio2022,original,non-native
Gonocarpus humilis,Mesaglio2022,original,native
Gonocarpus tetragynus,Price1988,original,native
Gonocarpus tetragynus ,Price1979,original,native
Goodenia bellidifolia,Price1979,original,native
Goodenia bellidifolia ,Price1988,original,native
Goodenia hederacea,Price1988,original,native
Goodenia hederacea,Mesaglio2022,original,native
Goodenia hederacea,Price1979,original,native
Goodenia ovata,Price1988,original,native
Goodenia ovata,Price1979,original,native
Goodenia paniculata,Price1988,original,native
Goodenia paniculata,Mesaglio2022,original,native
Goodenia paniculata,Price1979,original,native
Gratiola pedunculata,GibsonBell1992,original,native
Gratiola pedunculata,Mesaglio2022,original,native
Grevillea robusta,Mesaglio2022,original,non-native
Hakea sericea,Price1988,original,native
Hakea sericea,Mesaglio2022,original,native
Hakea sericea,Price1979,original,native
Hardenbergia violacea,Price1988,original,native
Hardenbergia violacea,Mesaglio2022,original,native
Hardenbergia violacea,Price1979,original,native
Harpephyllum caffrum,Mesaglio2022,original,non-native
Helianthus annuus,Price1979,original,non-native
Hesperocyparis lusitanica,Mesaglio2022,original,non-native
Hibbertia aspera,Price1988,original,native
Hibbertia aspera,Mesaglio2022,original,native
Hibbertia aspera,Price1979,original,native
Hibbertia dentata,Mesaglio2022,original,native
Hibbertia diffusa,Price1988,original,native
Hibbertia diffusa,Mesaglio2022,original,native
Hibbertia diffusa,Price1979,original,native
Hibbertia pedunculata,Price1988,original,native
Hibbertia pedunculata,Mesaglio2022,original,native
Hibbertia pedunculata,Price1979,original,native
Hibiscus mutabilis,Mesaglio2022,original,non-native
Hippeastrum puniceum,RawlingsNeff1990,original,non-native
Hippeastrum puniceum,Price1979,original,non-native
Homalanthus populifolius,Mesaglio2022,original,native
Homalanthus populifolius ,Price1988,original,native
Homalanthus populifolius ,Price1979,original,native
Hovea longifolia,Price1988,original,native
Hovea longifolia,Price1979,original,native
Hydrocotyle bonariensis,RawlingsNeff1990,original,non-native
Hydrocotyle bonariensis,Mesaglio2022,original,non-native
Hydrocotyle sibthorpioides,Price1988,original,native
Hydrocotyle sibthorpioides,Mesaglio2022,original,native
Hymenosporum flavum,Mesaglio2022,original,non-native
Hypericum gramineum,Price1988,original,native
Hypericum gramineum,Mesaglio2022,original,native
Hypericum japonicum,Price1979,original,native
Hypericum perforatum,RawlingsNeff1990,original,non-native
Hypochaeris albiflora,Mesaglio2022,original,non-native
Hypochaeris glabra,Mesaglio2022,original,non-native
Hypochaeris glabra,Price1979,original,non-native
Hypochaeris radicata,RawlingsNeff1990,original,non-native
Hypochaeris radicata,Mesaglio2022,original,non-native
Hypochaeris radicata,Price1979,original,non-native
Hypoxis hygrometrica,Price1988,original,native
Hypoxis hygrometrica,Mesaglio2022,original,native
Hypoxis hygrometrica,Price1979,original,native
Imperata cylindrica,Price1988,original,native
Imperata cylindrica,Mesaglio2022,original,native
Imperata cylindrica,Price1979,original,native
Indigofera australis,Price1988,original,native
Indigofera australis,Mesaglio2022,original,native
Indigofera australis,Price1979,original,native
Ipomoea indica,RawlingsNeff1990,original,non-native
Ipomoea indica,Mesaglio2022,original,non-native
Ipomoea indica,Price1979,original,non-native
Ipomoea purpurea,Mesaglio2022,original,non-native
Iris germanica,Price1979,original,non-native
Iris sp.,RawlingsNeff1990,original,non-native
Isolepis cernua,GibsonBell1992,original,native
Isolepis cernua,Mesaglio2022,original,native
Isolepis sepulcralis ,RawlingsNeff1990,original,non-native
Isotoma fluviatilis,Price1979,original,native
Isotoma fluviatilis ,Price1988,original,native
Ixia sp.,RawlingsNeff1990,original,non-native
Jacaranda mimosifolia,Mesaglio2022,original,non-native
Jacksonia scoparia,Price1988,original,native
Jacksonia scoparia,Price1979,original,native
Juncus articulatus,Mesaglio2022,original,non-native
Juncus articulatus,Price1979,original,non-native
Juncus bufonius,Price1988,original,native
Juncus bufonius,Mesaglio2022,original,native
Juncus bufonius,Price1979,original,native
Juncus capitatus,RawlingsNeff1990,original,non-native
Juncus continuus,GibsonBell1992,original,native
Juncus homalocaulis,Price1988,original,native
Juncus homalocaulis,Price1979,original,native
Juncus imbricatus,Mesaglio2022,original,non-native
Juncus microcephalus,Mesaglio2022,original,non-native
Juncus mollis,Price1988,original,native
Juncus mollis,Price1979,original,native
Juncus planifolius,Price1988,original,native
Juncus planifolius,Mesaglio2022,original,native
Juncus planifolius,Price1979,original,native
Juncus polyanthemus,GibsonBell1992,original,native
Juncus procerus,Price1979,original,native
Juncus remotiflorus,GibsonBell1992,original,native
Juncus sp.,RawlingsNeff1990,original,non-native
Juncus subsecundus,GibsonBell1992,original,native
Juncus subsecundus,Mesaglio2022,original,native
Juncus usitatus,Price1988,original,native
Juncus usitatus,Mesaglio2022,original,native
Juncus usitatus,Price1979,original,native
Juncus vaginatus,Price1979,original,native
Kennedia rubicunda,Price1988,original,native
Kennedia rubicunda,Mesaglio2022,original,native
Kennedia rubicunda,Price1979,original,native
Kunzea ambigua,Price1988,original,native
Kunzea ambigua,Mesaglio2022,original,native
Kunzea ambigua,Price1979,original,native
Lachnagrostis aemula,Price1988,original,native
Lachnagrostis aemula,Price1979,original,native
Lachnagrostis filiformis,Price1988,original,native
Lachnagrostis filiformis,Mesaglio2022,original,native
Lachnagrostis filiformis,Price1979,original,native
Lactuca serriola,Mesaglio2022,original,non-native
Lactuca virosa,Mesaglio2022,original,non-native
Lagenophora sublyrata,Mesaglio2022,original,native
Lagenophora sublyrata,Price1979,amended,native
Lagenophora sublyrata ,Price1988,amended,native
Lagerstroemia indica,Price1979,original,non-native
Lagerstroemia speciosa,RawlingsNeff1990,original,non-native
Lamium amplexicaule,Mesaglio2022,original,non-native
Lantana camara,RawlingsNeff1990,original,non-native
Lantana camara,Mesaglio2022,original,non-native
Lantana camara,Price1979,original,non-native
Lasiopetalum parviflorum,Price1988,original,native
Lasiopetalum parviflorum,Mesaglio2022,original,native
Lasiopetalum parviflorum,Price1979,original,native
Laxmannia gracilis,Price1988,original,native
Laxmannia gracilis,Mesaglio2022,original,native
Laxmannia gracilis,Price1979,original,native
Lemna disperma,Mesaglio2022,original,native
Lepidium africanum,Mesaglio2022,original,non-native
Lepidium bonariense,Mesaglio2022,original,non-native
Lepidium bonariense,Price1979,original,non-native
Lepidium didymum,RawlingsNeff1990,original,non-native
Lepidium didymum,Mesaglio2022,original,non-native
Lepidium didymum,Price1979,original,non-native
Lepidosperma laterale,Price1988,original,native
Lepidosperma laterale,Mesaglio2022,original,native
Lepidosperma lineare,Price1988,original,native
Leptospermum polygalifolium,Mesaglio2022,original,native
Leptospermum polygalifolium ,Price1988,original,native
Leptospermum polygalifolium ,Price1979,original,native
Leptospermum trinervium,Price1988,original,native
Leptospermum trinervium,Mesaglio2022,original,native
Leptospermum trinervium,Price1979,original,native
Leucojum aestivum,Price1979,original,non-native
Leucopogon affinis,Price1988,original,native
Leucopogon affinis,Mesaglio2022,original,native
Leucopogon affinis,Price1979,original,native
Leucopogon juniperinus,Price1988,original,native
Leucopogon juniperinus,Mesaglio2022,original,native
Leucopogon juniperinus,Price1979,original,native
Ligustrum lucidum,RawlingsNeff1990,original,non-native
Ligustrum lucidum,Mesaglio2022,original,non-native
Ligustrum lucidum,Price1979,original,non-native
Ligustrum sinense,RawlingsNeff1990,original,non-native
Ligustrum sinense,Mesaglio2022,original,non-native
Ligustrum sinense,Price1979,original,non-native
Ligustrum vulgare,Mesaglio2022,original,non-native
Linum marginale,Price1988,original,native
Linum marginale,Mesaglio2022,original,native
Linum marginale,Price1979,original,native
Linum trigynum,Mesaglio2022,original,non-native
Linum trigynum,Price1979,original,non-native
Linum usitatissimum,Price1979,original,non-native
Lissanthe strigosa,Price1988,original,native
Lissanthe strigosa,Mesaglio2022,original,native
Lissanthe strigosa,Price1979,original,native
Livistona australis,Mesaglio2022,original,non-native
Lobelia anceps,GibsonBell1992,original,native
Lobelia anceps,Mesaglio2022,original,native
Lobelia anceps,Price1979,original,native
Lobelia purpurascens,Price1988,original,native
Lobelia purpurascens,Mesaglio2022,original,native
Lobularia maritima,Price1979,original,non-native
Lolium multiflorum,Mesaglio2022,original,non-native
Lolium multiflorum,Price1979,original,non-native
Lolium perenne,RawlingsNeff1990,original,non-native
Lolium perenne,Mesaglio2022,original,non-native
Lolium perenne,Price1979,original,non-native
Lolium rigidum,Mesaglio2022,original,non-native
Lolium sp.,RawlingsNeff1990,original,non-native
Lomandra filiformis,Mesaglio2022,original,native
Lomandra filiformis ,Price1988,original,native
Lomandra filiformis ,Price1979,original,native
Lomandra fluviatilis,Price1979,original,native
Lomandra longifolia,Price1988,original,native
Lomandra longifolia,Mesaglio2022,original,native
Lomandra longifolia,Price1979,original,native
Lomandra multiflora,Mesaglio2022,original,native
Lomandra multiflora,Price1979,original,native
Lomandra multiflora ,Price1988,original,native
Lonicera japonica,RawlingsNeff1990,original,non-native
Lonicera japonica,Mesaglio2022,original,non-native
Lonicera japonica,Price1979,original,non-native
Lotus angustissimus,RawlingsNeff1990,original,non-native
Lotus angustissimus,Mesaglio2022,original,non-native
Lotus angustissimus,Price1979,original,non-native
Lotus subbiflorus,Mesaglio2022,original,non-native
Ludwigia peruviana,Mesaglio2022,original,non-native
Lycium ferocissimum,Price1979,original,non-native
Lysimachia arvensis,RawlingsNeff1990,original,non-native
Lysimachia arvensis,Mesaglio2022,original,non-native
Lysimachia arvensis,Price1979,original,non-native
Lythrum hyssopifolia,Mesaglio2022,original,native
Lythrum hyssopifolia,Price1979,original,native
Macadamia integrifolia,Mesaglio2022,original,non-native
Macrozamia spiralis,Price1988,original,native
Macrozamia spiralis,Mesaglio2022,original,native
Macrozamia spiralis,Price1979,original,native
Maireana microphylla,Price1988,original,native
Malva nicaeensis,Mesaglio2022,original,non-native
Malva parviflora,RawlingsNeff1990,original,non-native
Malva parviflora,Mesaglio2022,original,non-native
Malva parviflora,Price1979,original,non-native
Medicago lupulina,Mesaglio2022,original,non-native
Medicago polymorpha,Mesaglio2022,original,non-native
Medicago polymorpha,Price1979,original,non-native
Medicago sativa,Price1979,original,non-native
Medicago sp.,RawlingsNeff1990,original,non-native
Megathyrsus maximus,Mesaglio2022,original,non-native
Melaleuca armillaris,RawlingsNeff1990,original,non-native
Melaleuca armillaris,Price1979,original,non-native
Melaleuca decora,Price1988,original,native
Melaleuca decora,Mesaglio2022,original,native
Melaleuca decora,Price1979,original,native
Melaleuca diosmatifolia,Mesaglio2022,original,native
Melaleuca diosmatifolia ,Price1988,original,native
Melaleuca diosmatifolia ,Price1979,original,native
Melaleuca ericifolia,Price1979,original,non-native
Melaleuca linariifolia,Price1988,original,native
Melaleuca linariifolia,Mesaglio2022,original,native
Melaleuca linariifolia,Price1979,original,native
Melaleuca nodosa,Price1988,original,native
Melaleuca nodosa,Mesaglio2022,original,native
Melaleuca nodosa,Price1979,original,native
Melaleuca styphelioides,Price1988,original,native
Melaleuca styphelioides,Mesaglio2022,original,native
Melaleuca styphelioides,Price1979,original,native
Melaleuca thymifolia,Mesaglio2022,original,non-native
Melaleuca thymifolia,Price1979,original,non-native
Melia azedarach,Mesaglio2022,original,native
Melilotus indicus,Price1979,original,non-native
Melinis repens,Mesaglio2022,original,non-native
Mentha × piperita,Price1979,original,non-native
Mentha diemenica,Price1988,amended,native
Mentha diemenica,Mesaglio2022,original,native
Mesembryanthemum cordifolium,Price1979,original,non-native
Microlaena stipoides,Price1988,original,native
Microlaena stipoides,Mesaglio2022,original,native
Microlaena stipoides,Price1979,original,native
Microtis sp.,GibsonBell1992,original,native
Mirabilis jalapa,Price1979,original,non-native
Misopates orontium,Mesaglio2022,original,non-native
Misopates orontium,Price1979,original,non-native
Mitrasacme polymorpha,Price1988,original,native
Modiola caroliniana,Mesaglio2022,original,non-native
Modiola caroliniana,Price1979,original,non-native
Morus alba,RawlingsNeff1990,original,non-native
Morus alba,Mesaglio2022,original,non-native
Morus alba,Price1979,original,non-native
Morus nigra,RawlingsNeff1990,original,non-native
Morus nigra,Price1979,original,non-native
Muellerina eucalyptoides,Price1988,original,native
Muellerina eucalyptoides,Mesaglio2022,original,native
Muellerina eucalyptoides,Price1979,original,native
Murraya paniculata,Mesaglio2022,original,non-native
Myoporum boninense,Price1988,amended,native
Myoporum boninense,Mesaglio2022,original,native
Myoporum boninense,Price1979,amended,native
Myosotis sylvatica,Price1979,original,non-native
Myriophyllum aquaticum,RawlingsNeff1990,original,non-native
Myrsine variabilis,Price1988,original,native
Myrsine variabilis,Mesaglio2022,original,native
Myrsine variabilis,Price1979,original,native
Nandina domestica,Mesaglio2022,original,non-native
Narcissus sp.,RawlingsNeff1990,original,non-native
Narcissus sp.,Price1979,amended,non-native
Nerium oleander,RawlingsNeff1990,original,non-native
Nerium oleander,Price1979,original,non-native
Notelaea longifolia,Mesaglio2022,original,native
Notelaea longifolia,Price1979,original,native
Notelaea longifolia ,Price1988,original,native
Notelaea ovata,Price1988,original,native
Notelaea ovata,Mesaglio2022,original,native
Notelaea ovata,Price1979,original,native
Nothoscordum borbonicum,RawlingsNeff1990,original,non-native
Nothoscordum borbonicum,Mesaglio2022,original,non-native
Nothoscordum borbonicum,Price1979,original,non-native
Nymphoides indica,RawlingsNeff1990,original,non-native
Ochna serrulata,RawlingsNeff1990,original,non-native
Ochna serrulata,Mesaglio2022,original,non-native
Ochna serrulata,Price1979,original,non-native
Oenothera indecora,Mesaglio2022,original,non-native
Olea europaea,Mesaglio2022,original,non-native
Olea europaea ,RawlingsNeff1990,original,non-native
Olearia microphylla,Price1988,original,native
Olearia microphylla,Mesaglio2022,original,native
Olearia microphylla,Price1979,original,native
Olearia viscidula,Price1988,original,native
Olearia viscidula,Mesaglio2022,original,native
Omphacomeria acerba,Price1988,original,native
Opercularia aspera,Price1988,original,native
Opercularia aspera,Price1979,original,native
Opercularia diphylla,Price1988,original,native
Opercularia diphylla,Mesaglio2022,original,native
Opercularia diphylla,Price1979,original,native
Opercularia varia,Price1988,original,native
Opercularia varia,Mesaglio2022,original,native
Opercularia varia,Price1979,original,native
Oplismenus hirtellus,Price1988,original,native
Oplismenus hirtellus,Mesaglio2022,original,native
Oplismenus hirtellus,Price1979,original,native
Opuntia monacantha,Mesaglio2022,original,non-native
Opuntia stricta,RawlingsNeff1990,original,non-native
Opuntia stricta,Price1979,original,non-native
Oxalis articulata,Price1979,original,non-native
Oxalis corniculata,Mesaglio2022,original,non-native
Oxalis corniculata,Price1979,original,non-native
Oxalis corymbosa,Price1979,original,non-native
Oxalis debilis,Mesaglio2022,original,non-native
Oxalis latifolia,Mesaglio2022,original,non-native
Oxalis latifolia,Price1979,original,non-native
Oxalis perennans,GibsonBell1992,original,native
Oxalis perennans,Mesaglio2022,original,native
Oxalis pes-caprae,Mesaglio2022,original,non-native
Oxalis pes-caprae,Price1979,original,non-native
Oxalis radicosa,Mesaglio2022,original,native
Oxalis sp.,RawlingsNeff1990,original,non-native
Oxalis thompsoniae,GibsonBell1992,original,native
Oxalis thompsoniae,Mesaglio2022,original,native
Ozothamnus diosmifolius,Price1988,original,native
Ozothamnus diosmifolius,Mesaglio2022,original,native
Ozothamnus diosmifolius,Price1979,original,native
Pandorea pandorana,Price1988,original,native
Pandorea pandorana,Mesaglio2022,original,native
Pandorea pandorana,Price1979,original,native
Panicum effusum,Price1988,original,native
Panicum simile,Price1988,original,native
Panicum simile,Mesaglio2022,original,native
Papaver dubium,Mesaglio2022,original,non-native
Papaver hybridum,RawlingsNeff1990,original,non-native
Papaver hybridum,Price1979,original,non-native
Papaver somniferum,Mesaglio2022,original,non-native
Papaver somniferum ,RawlingsNeff1990,original,non-native
Papaver somniferum ,Price1979,original,non-native
Parietaria judaica,Mesaglio2022,original,non-native
Paronychia brasiliana,Mesaglio2022,original,non-native
Parsonsia straminea,Price1979,original,native
Paspalidium aversum,Price1988,original,native
Paspalidium aversum,Price1979,original,native
Paspalidium criniforme,Price1988,original,native
Paspalidium criniforme,Mesaglio2022,original,native
Paspalidium distans,Price1988,original,native
Paspalidium distans,Mesaglio2022,original,native
Paspalum dilatatum,RawlingsNeff1990,original,non-native
Paspalum dilatatum,Mesaglio2022,original,non-native
Paspalum dilatatum,Price1979,original,non-native
Paspalum quadrifarium,RawlingsNeff1990,original,non-native
Paspalum quadrifarium,Mesaglio2022,original,non-native
Paspalum quadrifarium,Price1979,original,non-native
Paspalum urvillei,Mesaglio2022,original,non-native
Paspalum vaginatum,Price1988,original,native
Passiflora edulis,Mesaglio2022,original,non-native
Passiflora suberosa,Mesaglio2022,original,non-native
Pavonia hastata,Mesaglio2022,original,non-native
Pelargonium × domesticum,Price1979,original,non-native
Pelargonium inodorum,Price1988,original,native
Pelargonium inodorum,Mesaglio2022,original,native
Pelargonium inodorum,Price1979,original,native
Pelargonium sp.,RawlingsNeff1990,original,non-native
Pellaea falcata,Price1988,original,native
Pellaea falcata,Mesaglio2022,original,native
Pellaea falcata,Price1979,original,native
Pellaea viridis,Mesaglio2022,original,non-native
Persicaria decipiens,Price1988,original,native
Persicaria decipiens,Mesaglio2022,original,native
Persicaria decipiens,Price1979,original,native
Persicaria lapathifolia,Price1988,original,native
Persicaria lapathifolia,Mesaglio2022,original,native
Persicaria lapathifolia,Price1979,original,native
Persoonia linearis,Price1988,original,native
Persoonia linearis,Mesaglio2022,original,native
Persoonia linearis,Price1979,original,native
Petrorhagia dubia,Mesaglio2022,original,non-native
Petrorhagia dubia ,Price1979,original,non-native
Petrorhagia nanteuilii,Mesaglio2022,original,non-native
Petrorhagia nanteuilii,Price1979,original,non-native
Petroselinum crispum,Mesaglio2022,original,non-native
Phalaris aquatica,Mesaglio2022,original,non-native
Phalaris aquatica,Price1979,original,non-native
Phalaris minor,Price1979,original,non-native
Phalaris sp.,RawlingsNeff1990,original,non-native
Phoenix canariensis,Mesaglio2022,original,non-native
Phormium cookianum,Price1979,original,non-native
Photinia glabra,RawlingsNeff1990,original,non-native
Photinia glabra,Price1979,original,non-native
Phragmites australis,Price1988,original,native
Phragmites australis,Mesaglio2022,original,native
Phragmites australis,Price1979,original,native
Phyllanthus gunnii,Price1988,original,native
Phyllanthus gunnii,Mesaglio2022,original,native
Phyllanthus gunnii,Price1979,original,native
Phytolacca octandra,RawlingsNeff1990,original,non-native
Phytolacca octandra,Mesaglio2022,original,non-native
Phytolacca octandra,Price1979,original,non-native
Picris angustifolia ,Price1979,original,native
Pimelea linifolia,Price1988,original,native
Pimelea linifolia,Mesaglio2022,original,native
Pimelea linifolia,Price1979,original,native
Pistacia chinensis,Mesaglio2022,original,non-native
Pittosporum multiflorum,GibsonBell1992,original,native
Pittosporum multiflorum,Mesaglio2022,original,native
Pittosporum revolutum,Price1988,original,native
Pittosporum revolutum,Mesaglio2022,original,native
Pittosporum revolutum,Price1979,original,native
Pittosporum undulatum,Price1988,original,native
Pittosporum undulatum,Mesaglio2022,original,native
Pittosporum undulatum,Price1979,original,native
Plantago coronopus,RawlingsNeff1990,original,non-native
Plantago debilis,GibsonBell1992,original,native
Plantago debilis,Mesaglio2022,original,native
Plantago lanceolata,RawlingsNeff1990,original,non-native
Plantago lanceolata,Mesaglio2022,original,non-native
Plantago lanceolata,Price1979,original,non-native
Plantago major,Mesaglio2022,original,non-native
Plantago myosuros,Mesaglio2022,original,non-native
Plantago sp.,RawlingsNeff1990,original,non-native
Plantago varia,Price1988,amended,native
Plantago varia,Price1979,original,native
Plectranthus parviflorus,Price1988,original,native
Plectranthus parviflorus,Mesaglio2022,original,native
Poa affinis,Price1988,amended,native
Poa affinis,Price1979,original,native
Poa annua,RawlingsNeff1990,original,non-native
Poa annua,Mesaglio2022,original,non-native
Poa annua,Price1979,original,non-native
Poa labillardierei ,Price1988,original,native
Poa pratensis,Price1979,original,non-native
Poa sieberiana,Mesaglio2022,original,native
Poa sieberiana ,Price1988,original,native
Poa sieberiana ,Price1979,original,native
Polycarpon tetraphyllum,Mesaglio2022,original,non-native
Polycarpon tetraphyllum,Price1979,original,non-native
Polygala japonica,GibsonBell1992,original,native
Polygala virgata,Mesaglio2022,original,non-native
Polygonum aviculare,RawlingsNeff1990,original,non-native
Polygonum aviculare,Mesaglio2022,original,non-native
Polygonum aviculare,Price1979,original,non-native
Polymeria calycina,Price1988,original,native
Polymeria calycina,Mesaglio2022,original,native
Polymeria calycina,Price1979,original,native
Polypogon monspeliensis,Price1979,original,non-native
Polypogon viridis,Mesaglio2022,original,non-native
Polyscias sambucifolia,Price1988,original,native
Polyscias sambucifolia,Mesaglio2022,original,native
Polyscias sambucifolia,Price1979,original,native
Pomaderris discolor,Mesaglio2022,original,native
Pomaderris ferruginea,Price1988,original,native
Pomaderris ferruginea,Price1979,original,native
Pomaderris lanigera,Price1988,original,native
Pomaderris lanigera,Price1979,original,native
Pontederia crassipes,RawlingsNeff1990,original,non-native
Poranthera microphylla,Price1988,original,native
Poranthera microphylla,Mesaglio2022,original,native
Poranthera microphylla,Price1979,original,native
Portulaca oleracea,Price1988,amended,native
Portulaca oleracea,Mesaglio2022,original,native
Portulaca oleracea,Price1979,original,native
Portulaca sp.,RawlingsNeff1990,original,non-native
Potamogeton crispus,Mesaglio2022,original,native
Primula malacoides,Price1979,original,non-native
Prunus domestica,Price1979,original,non-native
Prunus persica,Price1979,original,non-native
Prunus sp.,RawlingsNeff1990,original,non-native
Pseudognaphalium luteoalbum,Price1988,original,native
Pseudognaphalium luteoalbum,Mesaglio2022,original,native
Pseudognaphalium luteoalbum,Price1979,original,native
Pteridium esculentum,Price1988,original,native
Pteridium esculentum,Mesaglio2022,original,native
Pteridium esculentum,Price1979,original,native
Pteris tremula,Mesaglio2022,original,native
Pterostylis nutans,Price1988,original,native
Pterostylis nutans,Mesaglio2022,original,native
Pterostylis nutans,Price1979,original,native
Pterostylis oblonga,Mesaglio2022,original,native
Pterostylis rufa,Mesaglio2022,original,native
Pullenia gunnii,Mesaglio2022,original,native
Pultenaea retusa,Price1988,original,native
Pultenaea retusa,Price1979,original,native
Pultenaea villosa,Price1988,original,native
Pultenaea villosa,Mesaglio2022,original,native
Pultenaea villosa,Price1979,original,native
Pyracantha crenulata,Mesaglio2022,original,non-native
Ranunculus lappaceus,Price1988,original,native
Ranunculus lappaceus,Price1979,original,native
Ranunculus repens,RawlingsNeff1990,original,non-native
Ranunculus sceleratus,Mesaglio2022,original,non-native
Raphanus raphanistrum,Mesaglio2022,original,non-native
Rhamnus alaternus,Mesaglio2022,original,non-native
Richardia stellaris,Mesaglio2022,original,non-native
Richardia stellaris,Price1979,original,non-native
Ricinus communis,RawlingsNeff1990,original,non-native
Ricinus communis,Mesaglio2022,original,non-native
Ricinus communis,Price1979,original,non-native
Romulea rosea,RawlingsNeff1990,original,non-native
Romulea rosea,Mesaglio2022,original,non-native
Romulea rosea ,Price1979,original,non-native
Rorippa nasturtium-aquaticum,RawlingsNeff1990,original,non-native
Rorippa nasturtium-aquaticum,Mesaglio2022,original,non-native
Rorippa nasturtium-aquaticum,Price1979,original,non-native
Rosa sp.,Price1979,original,non-native
Rothmannia globosa,Mesaglio2022,original,non-native
Rubus anglocandicans,Mesaglio2022,original,non-native
Rubus laciniatus,RawlingsNeff1990,original,non-native
Rubus laciniatus,Price1979,original,non-native
Rubus parvifolius,Price1988,original,native
Rubus parvifolius,Mesaglio2022,original,native
Rumex brownii,Price1988,original,native
Rumex brownii,Mesaglio2022,original,native
Rumex brownii,Price1979,original,native
Rumex conglomeratus,Mesaglio2022,original,non-native
Rumex conglomeratus,Price1979,original,non-native
Rumex crispus,RawlingsNeff1990,original,non-native
Rumex crispus,Mesaglio2022,original,non-native
Rumex crispus,Price1979,original,non-native
Rumex sagittatus,Mesaglio2022,original,non-native
Rytidosperma bipartitum ,Price1988,original,native
Rytidosperma erianthum,Mesaglio2022,original,native
Rytidosperma fulvum,Mesaglio2022,original,native
Rytidosperma fulvum ,Price1988,original,native
Rytidosperma longifolium ,Price1988,original,native
Rytidosperma longifolium ,Price1979,original,native
Rytidosperma pallidum,Mesaglio2022,original,native
Rytidosperma racemosum ,Price1988,original,native
Rytidosperma racemosum ,Price1979,original,native
Rytidosperma setaceum,Mesaglio2022,original,native
Rytidosperma setaceum ,Price1988,original,native
Rytidosperma setaceum ,Price1979,original,native
Rytidosperma tenuius,Mesaglio2022,original,native
Rytidosperma tenuius,Price1979,original,native
Rytidosperma tenuius ,Price1988,original,native
Sagittaria platyphylla,RawlingsNeff1990,original,non-native
Sagittaria platyphylla,Price1979,original,non-native
Salix babylonica,RawlingsNeff1990,original,non-native
Salix babylonica,Mesaglio2022,original,non-native
Salix babylonica,Price1979,original,non-native
Sarcopetalum harveyanum,Price1988,original,native
Sarcopetalum harveyanum,Mesaglio2022,original,native
Scaevola albida,Price1988,original,native
Scaevola albida,Mesaglio2022,original,native
Scaevola albida,Price1979,original,native
Schoenoplectus tabernaemontani,Mesaglio2022,original,native
Schoenus apogon,GibsonBell1992,original,native
Schoenus apogon,Mesaglio2022,original,native
Scutellaria racemosa,RawlingsNeff1990,original,non-native
Scutellaria racemosa,Mesaglio2022,original,non-native
Scutellaria racemosa,Price1979,original,non-native
Sedum praealtum,Price1979,original,non-native
Senecio bathurstianus,Price1988,original,native
Senecio hispidulus,Price1988,original,native
Senecio hispidulus,Mesaglio2022,original,native
Senecio hispidulus,Price1979,original,native
Senecio linearifolius,Price1988,original,native
Senecio linearifolius,Price1979,original,native
Senecio madagascariensis,RawlingsNeff1990,original,non-native
Senecio madagascariensis,Mesaglio2022,original,non-native
Senecio madagascariensis,Price1979,amended,non-native
Senecio pinnatifolius,Mesaglio2022,original,native
Senecio quadridentatus,Price1988,original,native
Senecio quadridentatus,Price1979,original,native
Senecio sp.,RawlingsNeff1990,original,non-native
Senna pendula,Mesaglio2022,original,non-native
Senna pendula ,Price1979,original,non-native
Setaria palmifolia,RawlingsNeff1990,original,non-native
Setaria palmifolia,Price1979,original,non-native
Setaria parviflora,RawlingsNeff1990,original,non-native
Setaria parviflora,Mesaglio2022,original,non-native
Setaria parviflora,Price1979,original,non-native
Setaria pumila,RawlingsNeff1990,original,non-native
Setaria pumila,Mesaglio2022,original,non-native
Setaria pumila,Price1979,original,non-native
Sida rhombifolia,RawlingsNeff1990,original,non-native
Sida rhombifolia,Mesaglio2022,original,non-native
Sida rhombifolia,Price1979,original,non-native
Sigesbeckia orientalis,Mesaglio2022,original,native
Silene gallica,RawlingsNeff1990,original,non-native
Silene gallica,Mesaglio2022,original,non-native
Silene gallica ,Price1979,original,non-native
Silybum marianum,Price1979,original,non-native
Sisymbrium officinale,Price1979,original,non-native
Sisymbrium orientale,Price1979,original,non-native
Sisyrinchium micranthum,RawlingsNeff1990,amended,non-native
Sisyrinchium micranthum,Price1979,original,non-native
Sisyrinchium rosulatum,Mesaglio2022,original,non-native
Solanum americanum,Mesaglio2022,original,non-native
Solanum americanum,Price1979,original,non-native
Solanum chenopodioides,Mesaglio2022,original,non-native
Solanum linnaeanum,Price1979,original,non-native
Solanum lycopersicum,Mesaglio2022,original,non-native
Solanum mauritianum,RawlingsNeff1990,original,non-native
Solanum mauritianum,Mesaglio2022,original,non-native
Solanum mauritianum,Price1979,original,non-native
Solanum nigrum,RawlingsNeff1990,original,non-native
Solanum nigrum,Mesaglio2022,original,non-native
Solanum nigrum,Price1979,original,non-native
Solanum pseudocapsicum,RawlingsNeff1990,original,non-native
Solanum pseudocapsicum,Mesaglio2022,original,non-native
Solanum pseudocapsicum,Price1979,original,non-native
Solanum seaforthianum,Mesaglio2022,original,non-native
Solenogyne bellioides,Price1988,original,native
